obj,src,value
Ningaloo Coast,www.walkscore.com,Coast Province
Ningaloo Coast,www.australia.com,Australia
Ningaloo Coast,www.planning.wa.gov.au,Western Australia
Ningaloo Coast,www.themonthly.com.au,Australia
Ningaloo Coast,www.australiascoralcoast.com,Australia
Kakadu National Park,www.australia.com,Australia
Kakadu National Park,slideplayer.com,Australia
Tasmanian Wilderness,prezi.com,South central part of the island
Tasmanian Wilderness,en.wikipedia.org,State of Tasmania
Tasmanian Wilderness,www.tasmaniangeographic.com,State of Tasmania
Tasmanian Wilderness,www.researchgate.net,Australia
Tasmanian Wilderness,www.news.com.au,State of Tasmania
Tasmanian Wilderness,www.travelonline.com,State of Tasmania
Tasmanian Wilderness,www.discovertasmania.com.au,State of Tasmania
Tasmanian Wilderness,www.australia.com,Australia
Historic Centre of the City of Salzburg,whc.unesco.org,Salzburg
Historic Centre of the City of Salzburg,www.facebook.com,Salzburg
Historic Centre of the City of Salzburg,en.wikipedia.org,Salzburg
Historic Centre of the City of Salzburg,www.waymarking.com,Salzburg
Historic Centre of the City of Salzburg,sites.google.com,Salzburg
Historic Centre of the City of Salzburg,www.wikidata.org,Salzburg
Historic Centre of the City of Salzburg,www.groedig.net,Salzburg
Historic Centre of the City of Salzburg,www.informea.org,Salzburg
Palace and Gardens of Schönbrunn,whc.unesco.org,City of Galle
Palace and Gardens of Schönbrunn,commons.wikimedia.org,Austria
Palace and Gardens of Schönbrunn,www.gardenvisit.com,Vienna
Palace and Gardens of Schönbrunn,www.tripadvisor.com,Austria
Palace and Gardens of Schönbrunn,www.viennapass.com,Vienna
Historic Centre of Vienna,en.wikipedia.org,Europe and North America
Historic Centre of Vienna,www.tripadvisor.com,Austria
Historic Centre of Vienna,www.wien.info,Vienna
Historic Centre of Vienna,www.worldgreatestsites.com,Austria
Historic Centre of Vienna,www.worldexecutive.com,Austria
Historic Centre of Vienna,www.ovpm.org,Austria
City of Graz – Historic Centre and Schloss Eggenberg,en.wikipedia.org,Austria
City of Graz – Historic Centre and Schloss Eggenberg,sites.google.com,Europe and North America
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,whc.unesco.org,City of Galle
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,heindorffhus.motivsamler.dk,Azerbaijan
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,unesdoc.unesco.org,Azerbaijan
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,sites.google.com,Azerbaijan
"Pearling, Testimony of an Island Economy",en.wikipedia.org,Bahrain
"Pearling, Testimony of an Island Economy",www.gounesco.com,Bahrain
"Pearling, Testimony of an Island Economy",www.pinterest.com,Bahrain
"Pearling, Testimony of an Island Economy",www.unesco-hist.org,Asia and the Pacific
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,en.wikipedia.org,Arab States
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,whc.unesco.org,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,www.tripadvisor.com,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,culture.gov.bh,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,www.worldheritagesite.org,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,www.arcwh.org,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,sites.google.com,Bahrain
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,www.gounesco.com,Bahrain
Historic Mosque City of Bagerhat,worldheritage.routes.travel,Bangladesh
Historic Mosque City of Bagerhat,toursbd.com,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,whc.unesco.org,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,www.buddhanet.net,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,whmnet.org,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,www.worldheritagesite.org,Anuradhapura District
Ruins of the Buddhist Vihara at Paharpur,www.tripadvisor.com,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,www.tripadvisor.co.za,Bangladesh
Ruins of the Buddhist Vihara at Paharpur,www.youtube.com,Cambodia
Historic Bridgetown and its Garrison,www.barbados.org,Barbados
Historic Bridgetown and its Garrison,www.facebook.com,Barbados
Historic Bridgetown and its Garrison,whc.unesco.org,City of Galle
Historic Bridgetown and its Garrison,www.google.com,Barbados
Historic Bridgetown and its Garrison,www.barbadospocketguide.com,Barbados
Historic Bridgetown and its Garrison,www.worldheritagesite.org,Barbados
Historic Bridgetown and its Garrison,en.wikipedia.org,South central part of the island
Historic Bridgetown and its Garrison,barbadospostal.com,Barbados
Mir Castle Complex,en.wikipedia.org,Belarus
Mir Castle Complex,www.orientalarchitecture.com,Asia and the Pacific
Mir Castle Complex,www.chulavistaca.gov,California
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",whc.unesco.org,Belarus
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",en.wikipedia.org,Belarus
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",heindorffhus.motivsamler.dk,Belarus
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",nty2010.wordpress.com,Belarus
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",moniek-unescopostcards.blogspot.com,Belarus
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",whc.unesco.org,City of Galle
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",unesco-map.eu,Province of Hainaut
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",www.pinterest.com,Province of Hainaut
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",www.romeacrosseurope.com,Belgium
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",www.youtube.com,Belgium
"La Grand-Place, Brussels",www.tripadvisor.com,City of Brussels
"La Grand-Place, Brussels",www.lagrandplace.org,City of Brussels
"La Grand-Place, Brussels",www.brussels.be,City of Brussels
"La Grand-Place, Brussels",www.tripadvisor.ca,City of Brussels
"La Grand-Place, Brussels",www.brussels.info,City of Brussels
"La Grand-Place, Brussels",www.interparking.be,City of Brussels
"La Grand-Place, Brussels",www.hotels.com,City of Brussels
"La Grand-Place, Brussels",www.booking.com,City of Brussels
Historic Centre of Brugge,www.tripadvisor.com,Belgium
Historic Centre of Brugge,www.ixigo.com,Belgium
Neolithic Flint Mines at Spiennes (Mons),www.facebook.com,Belgium
Neolithic Flint Mines at Spiennes (Mons),en.wikipedia.org,Province of Hainaut
Neolithic Flint Mines at Spiennes (Mons),www.worldheritagesite.org,Province of Hainaut
Neolithic Flint Mines at Spiennes (Mons),whc.unesco.org,City of Galle
Notre-Dame Cathedral in Tournai,whc.unesco.org,Wallonia Region
Notre-Dame Cathedral in Tournai,www.tripadvisor.com,Province of Hainaut
Notre-Dame Cathedral in Tournai,heindorffhus.motivsamler.dk,Belgium
Notre-Dame Cathedral in Tournai,www.britannica.com,Belgium
Notre-Dame Cathedral in Tournai,historygreatest.com,Belgium
Plantin-Moretus House-Workshops-Museum Complex,sites.google.com,Flanders Region
Plantin-Moretus House-Workshops-Museum Complex,www.informea.org,Belgium
Plantin-Moretus House-Workshops-Museum Complex,heindorffhus.motivsamler.dk,Europe and North America
Plantin-Moretus House-Workshops-Museum Complex,www.the-world-heritage-sites.com,Belgium
Plantin-Moretus House-Workshops-Museum Complex,www.romeacrosseurope.com,Europe and North America
Stoclet House,www.cleveland.com,Department of Vienne
Stoclet House,www.tripadvisor.com,City of Brussels
Stoclet House,everything-everywhere.com,Europe and North America
Stoclet House,www.pinterest.com,City of Brussels
Stoclet House,www.rareartfinder.com,City of Brussels
Stoclet House,uk.pinterest.com,City of Brussels
Major Mining Sites of Wallonia,en.wikipedia.org,Wallonia Region
Major Mining Sites of Wallonia,www.belgiumtheplaceto.be,Wallonia Region
Major Mining Sites of Wallonia,www.wow.com,Wallonia Region
Major Mining Sites of Wallonia,whc.unesco.org,City of Galle
Major Mining Sites of Wallonia,www.worldheritagesite.org,Belgium
Major Mining Sites of Wallonia,www.mashpedia.com,Wallonia Region
Major Mining Sites of Wallonia,www.travelandleisure.com,Belgium
Major Mining Sites of Wallonia,medlibrary.org,Wallonia Region
Major Mining Sites of Wallonia,www.romeacrosseurope.com,Wallonia Region
Royal Palaces of Abomey,en.wikipedia.org,Africa
Royal Palaces of Abomey,www.britannica.com,Benin
Royal Palaces of Abomey,www.tripadvisor.com,Canada
Royal Palaces of Abomey,africanworldheritagesites.org,Africa
City of Potosí,en.wikipedia.org,Potosi
City of Potosí,www.answers.com,Bolivia (Plurinational State of)
City of Potosí,www.worldatlas.com,Mexico City
City of Potosí,www.phonelookup.com,Potosi
City of Potosí,www.411locate.com,Potosi
City of Potosí,travel.state.gov,Potosi
City of Potosí,www.nationsencyclopedia.com,Paraguay
City of Potosí,www.zip-codes.com,Potosi
City of Potosí,us-business.info,Potosi
Jesuit Missions of the Chiquitos,en.wikipedia.org,Department of Santa Cruz
Jesuit Missions of the Chiquitos,wikitravel.org,Department of Santa Cruz
Jesuit Missions of the Chiquitos,www.tripadvisor.com,Bolivia (Plurinational State of)
Jesuit Missions of the Chiquitos,www.rutaverdebolivia.com,Department of Santa Cruz
Jesuit Missions of the Chiquitos,whc.unesco.org,City of Galle
Jesuit Missions of the Chiquitos,en.wikivoyage.org,Department of Santa Cruz
Jesuit Missions of the Chiquitos,www.roughguides.com,Department of Santa Cruz
Jesuit Missions of the Chiquitos,www.latebolivia.com,Bolivia (Plurinational State of)
Jesuit Missions of the Chiquitos,www.wikidata.org,Province: Misiones
Jesuit Missions of the Chiquitos,www.thefullwiki.org,Department of Santa Cruz
Historic City of Sucre,www.ovpm.org,Bolivia (Plurinational State of)
Historic City of Sucre,www.sucrelife.com,Bolivia (Plurinational State of)
Historic City of Sucre,www.thesalmons.org,Bolivia (Plurinational State of)
Historic City of Sucre,worldheritagetours.com,Bolivia (Plurinational State of)
Historic City of Sucre,www.lonelyplanet.com,Bolivia (Plurinational State of)
Historic City of Sucre,www.boliviaweb.com,Bolivia (Plurinational State of)
Historic City of Sucre,gosouthamerica.about.com,Bolivia (Plurinational State of)
Historic City of Sucre,en.wikipedia.org,Colombia
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,heindorffhus.motivsamler.dk,Bolivia (Plurinational State of)
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,www.jubileeonline.ca,Bolivia (Plurinational State of)
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,www.trip.com,Bolivia (Plurinational State of)
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,www.the-world-heritage-sites.com,Bolivia (Plurinational State of)
Fuerte de Samaipata,www.pinterest.com,Bolivia (Plurinational State of)
Fuerte de Samaipata,www.rentalcarmomma.com,Bolivia (Plurinational State of)
Fuerte de Samaipata,www.footprinttravelguides.com,Department of Santa Cruz
Fuerte de Samaipata,en.wikipedia.org,Bolivia (Plurinational State of)
Noel Kempff Mercado National Park,www.bolivianlife.com,Bolivia (Plurinational State of)
Noel Kempff Mercado National Park,www.rutaverdebolivia.com,Santa Cruz
Noel Kempff Mercado National Park,whc.unesco.org,City of Galle
Noel Kempff Mercado National Park,www.youtube.com,Velasco Province
Old Bridge Area of the Old City of Mostar,whc.unesco.org,Bosnia and Herzegovina
Old Bridge Area of the Old City of Mostar,www.tripadvisor.com,Bosnia and Herzegovina
Mehmed Paša Sokolović Bridge in Višegrad,en.wikipedia.org,Europe and North America
Mehmed Paša Sokolović Bridge in Višegrad,www.britannica.com,Croatia
Mehmed Paša Sokolović Bridge in Višegrad,www.atlasobscura.com,Bosnia and Herzegovina
Mehmed Paša Sokolović Bridge in Višegrad,commons.wikimedia.org,Bosnia and Herzegovina
Mehmed Paša Sokolović Bridge in Višegrad,everything-everywhere.com,Bosnia and Herzegovina
Mehmed Paša Sokolović Bridge in Višegrad,www.gaiagps.com,Bosnia and Herzegovina
Mehmed Paša Sokolović Bridge in Višegrad,www.youtube.com,Bosnia and Herzegovina
Tsodilo,www.tsodiloresources.com,Botswana
Tsodilo,en.wikipedia.org,County of Kent
Tsodilo,www.facebook.com,Botswana
Tsodilo,www.itravelto.com,Botswana
Tsodilo,www.tripadvisor.com,Botswana
Okavango Delta,en.wikipedia.org,Botswana
Okavango Delta,www.ikogacamp.com,Botswana
Okavango Delta,www.mapsofworld.com,Botswana
Okavango Delta,www.south-african-lodges.com,Botswana
Okavango Delta,www.nationsencyclopedia.com,Botswana
Okavango Delta,www.lionworldtravel.com,Botswana
Historic Town of Ouro Preto,www.google.com,Brazil
Historic Town of Ouro Preto,whc.unesco.org,Brazil
Historic Town of Ouro Preto,www.ovpm.org,Brazil
Historic Town of Ouro Preto,maps.google.com,Brazil
Historic Town of Ouro Preto,www.latinamericacollection.com,Latin America and the Caribbean
Historic Town of Ouro Preto,www.worldatlas.com,Brazil
Historic Town of Ouro Preto,www.worldheritagesite.org,United States of America
Historic Centre of the Town of Olinda,whc.unesco.org,North-East Region of Brazil
Historic Centre of the Town of Olinda,commons.wikimedia.org,State of Pernambuco
Historic Centre of the Town of Olinda,portal.iphan.gov.br,North-East Region of Brazil
Historic Centre of the Town of Olinda,www.ourplaceworldheritage.com,City of Congonhas
Historic Centre of the Town of Olinda,www.4gress.com,North-East Region of Brazil
Historic Centre of the Town of Olinda,en.wikipedia.org,North-East Region of Brazil
Historic Centre of Salvador de Bahia,whc.unesco.org,Europe and North America
Historic Centre of Salvador de Bahia,en.wikipedia.org,north-east region of Brazil
Historic Centre of Salvador de Bahia,riotimesonline.com,north-east region of Brazil
Historic Centre of Salvador de Bahia,www.ovpm.org,north-east region of Brazil
Historic Centre of Salvador de Bahia,www.unesco.org,Europe and North America
Historic Centre of Salvador de Bahia,www.mapsofworld.com,north-east region of Brazil
Sanctuary of Bom Jesus do Congonhas,whc.unesco.org,City of Congonhas
Sanctuary of Bom Jesus do Congonhas,en.wikipedia.org,City of Congonhas
Sanctuary of Bom Jesus do Congonhas,famouswonders.com,Brazil
Sanctuary of Bom Jesus do Congonhas,www.visitbrasil.com,State of Minas Gerais
Sanctuary of Bom Jesus do Congonhas,www.braziltravelbuddy.com,City of Congonhas
Sanctuary of Bom Jesus do Congonhas,www.google.co.in,City of Congonhas
Sanctuary of Bom Jesus do Congonhas,www.youtube.com,City of Congonhas
Sanctuary of Bom Jesus do Congonhas,frontiersoftravel.com,Latin America and the Caribbean
Iguaçu National Park,en.wikipedia.org,Argentina
Iguaçu National Park,www.mapsofworld.com,Argentina
Iguaçu National Park,www.twanight.org,the South District
Iguaçu National Park,www.travelblog.org,United States of America
Iguaçu National Park,www.rareartfinder.com,Brazil
Iguaçu National Park,www.halaltrip.com,Brazil
Iguaçu National Park,first2board.com,Argentina
Brasilia,www.worldatlas.com,United States of America
Brasilia,en.wikipedia.org,Federal District
Brasilia,www.nationsonline.org,Brazil
Brasilia,www.mapsofworld.com,Central Province
Brasilia,www.nationsencyclopedia.com,Brazil
Brasilia,familysearch.org,Federal District
Brasilia,www.whereig.com,Central Province
Serra da Capivara National Park,www.tripadvisor.com,Brazil
Serra da Capivara National Park,sites.google.com,United States of America
Serra da Capivara National Park,www.wikidata.org,Brazil
Serra da Capivara National Park,www.bradshawfoundation.com,United States of America
Serra da Capivara National Park,en.wikivoyage.org,Brazil
Historic Centre of São Luís,www.worldheritagesite.org,Latin America and the Caribbean
Historic Centre of São Luís,www.booking.com,Province of Colon
Historic Centre of São Luís,www.britannica.com,Brazil
Historic Centre of São Luís,www.behance.net,Brazil
Historic Centre of the Town of Diamantina,whc.unesco.org,Brazil
Historic Centre of the Town of Diamantina,en.wikipedia.org,State of Minas Gerais
Historic Centre of the Town of Diamantina,heindorffhus.motivsamler.dk,Brazil
Historic Centre of the Town of Diamantina,www.tripwolf.com,Brazil
Historic Centre of the Town of Diamantina,www.worldheritagesite.org,United States of America
Historic Centre of the Town of Diamantina,portal.iphan.gov.br,Brazil
Historic Centre of the Town of Diamantina,www.the-world-heritage-sites.com,Brazil
Historic Centre of the Town of Goiás,en.wikipedia.org,State of Goiás
Historic Centre of the Town of Goiás,whc.unesco.org,Brazil
Historic Centre of the Town of Goiás,www.tripadvisor.it,State of Goiás
Historic Centre of the Town of Goiás,www.unesco.org,Brazil
Historic Centre of the Town of Goiás,www.gounesco.com,Europe and North America
Historic Centre of the Town of Goiás,www.informea.org,Europe and North America
Historic Centre of the Town of Goiás,world-heritage-channel.com,Brazil
Historic Centre of the Town of Goiás,www.tripadvisor.com,State of Goiás
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,whc.unesco.org,Brazil
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,www.protectedplanet.net,Brazil
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,cmsdata.iucn.org,Brazil
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,www.worldheritagesite.org,Brazil
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,heindorffhus.motivsamler.dk,Brazil
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,www.pinterest.com,Brazil
São Francisco Square in the Town of São Cristóvão,www.tes.com,Brazil
São Francisco Square in the Town of São Cristóvão,dayzeroproject.com,Brazil
São Francisco Square in the Town of São Cristóvão,www.discoveryheritagesites.com,Brazil
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,whc.unesco.org,City of Galle
